StationName,ParameterName,ReadingDate,Value,Zone
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T12:00:00-06:00,0.002,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T12:00:00-06:00,0.002,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T12:00:00-06:00,0.0,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T12:00:00-06:00,0.0,ACA
Edmonton McCauley,Methane,2025-05-18T11:00:00-06:00,1.9,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T11:00:00-06:00,1.9,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T11:00:00-06:00,0.002,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T11:00:00-06:00,7.0,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T11:00:00-06:00,0.0,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T11:00:00-06:00,12.9,ACA
Edmonton McCauley,Wind Direction,2025-05-18T11:00:00-06:00,127.0,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T11:00:00-06:00,0.1,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T11:00:00-06:00,0.0,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T11:00:00-06:00,53.9,ACA
Edmonton McCauley,Ozone,2025-05-18T11:00:00-06:00,0.033,ACA
Edmonton McCauley,Wind Speed,2025-05-18T11:00:00-06:00,12.7,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T11:00:00-06:00,0.002,ACA
Edmonton McCauley,,2025-05-18T11:00:00-06:00,2.0,ACA
Edmonton McCauley,,2025-05-18T10:00:00-06:00,2.0,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T10:00:00-06:00,0.0,ACA
Edmonton McCauley,Wind Speed,2025-05-18T10:00:00-06:00,10.6,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T10:00:00-06:00,11.4,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T10:00:00-06:00,0.002,ACA
Edmonton McCauley,Methane,2025-05-18T10:00:00-06:00,1.9,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T10:00:00-06:00,7.3,ACA
Edmonton McCauley,Ozone,2025-05-18T10:00:00-06:00,0.03,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T10:00:00-06:00,0.0,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T10:00:00-06:00,1.9,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T10:00:00-06:00,0.002,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T10:00:00-06:00,0.1,ACA
Edmonton McCauley,Wind Direction,2025-05-18T10:00:00-06:00,135.0,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T10:00:00-06:00,60.2,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T09:00:00-06:00,1.9,ACA
Edmonton McCauley,Ozone,2025-05-18T09:00:00-06:00,0.028,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T09:00:00-06:00,0.002,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T09:00:00-06:00,0.003,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T09:00:00-06:00,0.0,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T09:00:00-06:00,7.4,ACA
Edmonton McCauley,Wind Speed,2025-05-18T09:00:00-06:00,8.3,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T09:00:00-06:00,0.0,ACA
Edmonton McCauley,Wind Direction,2025-05-18T09:00:00-06:00,137.0,ACA
Edmonton McCauley,Methane,2025-05-18T09:00:00-06:00,1.9,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T09:00:00-06:00,9.7,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T09:00:00-06:00,0.1,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T09:00:00-06:00,66.6,ACA
Edmonton McCauley,,2025-05-18T09:00:00-06:00,2.0,ACA
Edmonton McCauley,,2025-05-18T08:00:00-06:00,2.0,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T08:00:00-06:00,0.1,ACA
Edmonton McCauley,Methane,2025-05-18T08:00:00-06:00,1.9,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T08:00:00-06:00,0.0,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T08:00:00-06:00,0.0,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T08:00:00-06:00,1.9,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T08:00:00-06:00,69.6,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T08:00:00-06:00,0.002,ACA
Edmonton McCauley,Wind Direction,2025-05-18T08:00:00-06:00,130.0,ACA
Edmonton McCauley,Wind Speed,2025-05-18T08:00:00-06:00,8.8,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T08:00:00-06:00,0.002,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T08:00:00-06:00,7.6,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T08:00:00-06:00,9.1,ACA
Edmonton McCauley,Ozone,2025-05-18T08:00:00-06:00,0.029,ACA
Edmonton McCauley,,2025-05-18T07:00:00-06:00,2.0,ACA
Edmonton McCauley,Ozone,2025-05-18T07:00:00-06:00,0.029,ACA
Edmonton McCauley,Wind Speed,2025-05-18T07:00:00-06:00,7.9,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T07:00:00-06:00,7.0,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T07:00:00-06:00,0.003,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T07:00:00-06:00,0.2,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T07:00:00-06:00,1.9,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T07:00:00-06:00,9.6,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T07:00:00-06:00,0.0,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T07:00:00-06:00,0.002,ACA
Edmonton McCauley,Wind Direction,2025-05-18T07:00:00-06:00,127.0,ACA
Edmonton McCauley,Methane,2025-05-18T07:00:00-06:00,1.9,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T07:00:00-06:00,67.2,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T07:00:00-06:00,0.0,ACA
Edmonton McCauley,Wind Speed,2025-05-18T06:00:00-06:00,7.1,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T06:00:00-06:00,0.003,ACA
Edmonton McCauley,Methane,2025-05-18T06:00:00-06:00,,ACA
Edmonton McCauley,Ozone,2025-05-18T06:00:00-06:00,0.03,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T06:00:00-06:00,0.1,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T06:00:00-06:00,10.1,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T06:00:00-06:00,0.003,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T06:00:00-06:00,5.8,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T06:00:00-06:00,,ACA
Edmonton McCauley,Wind Direction,2025-05-18T06:00:00-06:00,140.0,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T06:00:00-06:00,62.9,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T06:00:00-06:00,,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T06:00:00-06:00,0.0,ACA
Edmonton McCauley,,2025-05-18T06:00:00-06:00,2.0,ACA
Edmonton McCauley,,2025-05-18T05:00:00-06:00,2.0,ACA
Edmonton McCauley,Ozone,2025-05-18T05:00:00-06:00,,ACA
Edmonton McCauley,Wind Direction,2025-05-18T05:00:00-06:00,142.0,ACA
Edmonton McCauley,Wind Speed,2025-05-18T05:00:00-06:00,9.2,ACA
Edmonton McCauley,Methane,2025-05-18T05:00:00-06:00,1.9,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T05:00:00-06:00,0.0,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T05:00:00-06:00,,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T05:00:00-06:00,,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T05:00:00-06:00,10.5,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T05:00:00-06:00,,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T05:00:00-06:00,5.5,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T05:00:00-06:00,,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T05:00:00-06:00,1.9,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T05:00:00-06:00,59.4,ACA
Edmonton McCauley,Wind Speed,2025-05-18T04:00:00-06:00,8.1,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T04:00:00-06:00,0.003,ACA
Edmonton McCauley,Methane,2025-05-18T04:00:00-06:00,1.9,ACA
Edmonton McCauley,Ozone,2025-05-18T04:00:00-06:00,0.03,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T04:00:00-06:00,0.1,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T04:00:00-06:00,54.4,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T04:00:00-06:00,5.8,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T04:00:00-06:00,0.0,ACA
Edmonton McCauley,Wind Direction,2025-05-18T04:00:00-06:00,134.0,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T04:00:00-06:00,10.8,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T04:00:00-06:00,1.9,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T04:00:00-06:00,0.003,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T04:00:00-06:00,0.0,ACA
Edmonton McCauley,,2025-05-18T04:00:00-06:00,2.0,ACA
Edmonton McCauley,,2025-05-18T03:00:00-06:00,2.0,ACA
Edmonton McCauley,Methane,2025-05-18T03:00:00-06:00,1.9,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T03:00:00-06:00,0.1,ACA
Edmonton McCauley,Ozone,2025-05-18T03:00:00-06:00,0.031,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T03:00:00-06:00,0.002,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T03:00:00-06:00,11.3,ACA
Edmonton McCauley,Wind Speed,2025-05-18T03:00:00-06:00,7.7,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T03:00:00-06:00,1.9,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T03:00:00-06:00,0.0,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T03:00:00-06:00,0.0,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T03:00:00-06:00,0.003,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T03:00:00-06:00,50.8,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T03:00:00-06:00,6.1,ACA
Edmonton McCauley,Wind Direction,2025-05-18T03:00:00-06:00,134.0,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T02:00:00-06:00,5.9,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T02:00:00-06:00,0.002,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T02:00:00-06:00,0.003,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T02:00:00-06:00,49.9,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T02:00:00-06:00,1.9,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T02:00:00-06:00,0.0,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T02:00:00-06:00,11.8,ACA
Edmonton McCauley,Ozone,2025-05-18T02:00:00-06:00,0.033,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T02:00:00-06:00,0.1,ACA
Edmonton McCauley,Wind Direction,2025-05-18T02:00:00-06:00,138.0,ACA
Edmonton McCauley,Methane,2025-05-18T02:00:00-06:00,1.9,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T02:00:00-06:00,0.0,ACA
Edmonton McCauley,Wind Speed,2025-05-18T02:00:00-06:00,10.0,ACA
Edmonton McCauley,,2025-05-18T02:00:00-06:00,2.0,ACA
Edmonton McCauley,,2025-05-18T01:00:00-06:00,2.0,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T01:00:00-06:00,0.0,ACA
Edmonton McCauley,Methane,2025-05-18T01:00:00-06:00,1.9,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T01:00:00-06:00,48.4,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T01:00:00-06:00,1.9,ACA
Edmonton McCauley,Ozone,2025-05-18T01:00:00-06:00,0.035,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T01:00:00-06:00,0.2,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T01:00:00-06:00,0.002,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T01:00:00-06:00,0.0,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T01:00:00-06:00,5.7,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T01:00:00-06:00,12.5,ACA
Edmonton McCauley,Wind Speed,2025-05-18T01:00:00-06:00,10.5,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T01:00:00-06:00,0.002,ACA
Edmonton McCauley,Wind Direction,2025-05-18T01:00:00-06:00,141.0,ACA
Edmonton McCauley,Wind Speed,2025-05-18T00:00:00-06:00,8.4,ACA
Edmonton McCauley,Ozone,2025-05-18T00:00:00-06:00,0.035,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-18T00:00:00-06:00,0.2,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-18T00:00:00-06:00,12.3,ACA
Edmonton McCauley,Methane,2025-05-18T00:00:00-06:00,1.9,ACA
Edmonton McCauley,Relative Humidity,2025-05-18T00:00:00-06:00,50.5,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-18T00:00:00-06:00,1.9,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-18T00:00:00-06:00,0.004,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-18T00:00:00-06:00,6.0,ACA
Edmonton McCauley,,2025-05-18T00:00:00-06:00,2.0,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-18T00:00:00-06:00,0.0,ACA
Edmonton McCauley,Nitric Oxide,2025-05-18T00:00:00-06:00,0.0,ACA
Edmonton McCauley,Wind Direction,2025-05-18T00:00:00-06:00,136.0,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-18T00:00:00-06:00,0.004,ACA
Edmonton McCauley,,2025-05-17T23:00:00-06:00,3.0,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-17T23:00:00-06:00,0.0,ACA
Edmonton McCauley,Nitric Oxide,2025-05-17T23:00:00-06:00,0.0,ACA
Edmonton McCauley,Wind Direction,2025-05-17T23:00:00-06:00,136.0,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-17T23:00:00-06:00,0.003,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-17T23:00:00-06:00,6.2,ACA
Edmonton McCauley,Wind Speed,2025-05-17T23:00:00-06:00,7.8,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-17T23:00:00-06:00,0.2,ACA
Edmonton McCauley,Ozone,2025-05-17T23:00:00-06:00,0.036,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-17T23:00:00-06:00,1.9,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-17T23:00:00-06:00,12.5,ACA
Edmonton McCauley,Relative Humidity,2025-05-17T23:00:00-06:00,52.0,ACA
Edmonton McCauley,Methane,2025-05-17T23:00:00-06:00,1.9,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-17T23:00:00-06:00,0.003,ACA
Edmonton McCauley,Wind Direction,2025-05-17T22:00:00-06:00,138.0,ACA
Edmonton McCauley,,2025-05-17T22:00:00-06:00,3.0,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-17T22:00:00-06:00,0.0,ACA
Edmonton McCauley,Nitric Oxide,2025-05-17T22:00:00-06:00,0.0,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-17T22:00:00-06:00,0.002,ACA
Edmonton McCauley,Ozone,2025-05-17T22:00:00-06:00,0.041,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-17T22:00:00-06:00,1.9,ACA
Edmonton McCauley,Wind Speed,2025-05-17T22:00:00-06:00,12.3,ACA
Edmonton McCauley,Relative Humidity,2025-05-17T22:00:00-06:00,46.1,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-17T22:00:00-06:00,13.4,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-17T22:00:00-06:00,6.3,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-17T22:00:00-06:00,0.2,ACA
Edmonton McCauley,Methane,2025-05-17T22:00:00-06:00,1.9,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-17T22:00:00-06:00,0.002,ACA
Edmonton McCauley,Wind Direction,2025-05-17T21:00:00-06:00,134.0,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-17T21:00:00-06:00,0.003,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-17T21:00:00-06:00,0.2,ACA
Edmonton McCauley,Methane,2025-05-17T21:00:00-06:00,1.9,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-17T21:00:00-06:00,1.9,ACA
Edmonton McCauley,Ozone,2025-05-17T21:00:00-06:00,0.041,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-17T21:00:00-06:00,14.3,ACA
Edmonton McCauley,Relative Humidity,2025-05-17T21:00:00-06:00,41.2,ACA
Edmonton McCauley,Wind Speed,2025-05-17T21:00:00-06:00,10.6,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-17T21:00:00-06:00,7.0,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-17T21:00:00-06:00,0.003,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-17T21:00:00-06:00,0.0,ACA
Edmonton McCauley,Nitric Oxide,2025-05-17T21:00:00-06:00,0.0,ACA
Edmonton McCauley,,2025-05-17T21:00:00-06:00,3.0,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-17T20:00:00-06:00,0.003,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-17T20:00:00-06:00,0.0,ACA
Edmonton McCauley,Wind Speed,2025-05-17T20:00:00-06:00,8.9,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-17T20:00:00-06:00,14.9,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-17T20:00:00-06:00,0.2,ACA
Edmonton McCauley,Relative Humidity,2025-05-17T20:00:00-06:00,33.9,ACA
Edmonton McCauley,Ozone,2025-05-17T20:00:00-06:00,0.044,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-17T20:00:00-06:00,1.9,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-17T20:00:00-06:00,6.7,ACA
Edmonton McCauley,Methane,2025-05-17T20:00:00-06:00,1.9,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-17T20:00:00-06:00,0.003,ACA
Edmonton McCauley,Nitric Oxide,2025-05-17T20:00:00-06:00,0.0,ACA
Edmonton McCauley,,2025-05-17T20:00:00-06:00,3.0,ACA
Edmonton McCauley,Wind Direction,2025-05-17T20:00:00-06:00,135.0,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-17T19:00:00-06:00,0.0,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-17T19:00:00-06:00,0.2,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-17T19:00:00-06:00,0.002,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-17T19:00:00-06:00,7.6,ACA
Edmonton McCauley,Relative Humidity,2025-05-17T19:00:00-06:00,38.0,ACA
Edmonton McCauley,Methane,2025-05-17T19:00:00-06:00,1.9,ACA
Edmonton McCauley,Wind Speed,2025-05-17T19:00:00-06:00,12.7,ACA
Edmonton McCauley,Nitric Oxide,2025-05-17T19:00:00-06:00,0.0,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-17T19:00:00-06:00,15.0,ACA
Edmonton McCauley,Ozone,2025-05-17T19:00:00-06:00,0.042,ACA
Edmonton McCauley,,2025-05-17T19:00:00-06:00,3.0,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-17T19:00:00-06:00,1.9,ACA
Edmonton McCauley,Wind Direction,2025-05-17T19:00:00-06:00,142.0,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-17T19:00:00-06:00,0.002,ACA
Edmonton McCauley,Wind Direction,2025-05-17T18:00:00-06:00,140.0,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-17T18:00:00-06:00,6.6,ACA
Edmonton McCauley,Relative Humidity,2025-05-17T18:00:00-06:00,32.9,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-17T18:00:00-06:00,16.0,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-17T18:00:00-06:00,1.9,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-17T18:00:00-06:00,0.002,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-17T18:00:00-06:00,0.002,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-17T18:00:00-06:00,0.0,ACA
Edmonton McCauley,Ozone,2025-05-17T18:00:00-06:00,0.045,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-17T18:00:00-06:00,0.1,ACA
Edmonton McCauley,Wind Speed,2025-05-17T18:00:00-06:00,11.3,ACA
Edmonton McCauley,,2025-05-17T18:00:00-06:00,3.0,ACA
Edmonton McCauley,Nitric Oxide,2025-05-17T18:00:00-06:00,0.0,ACA
Edmonton McCauley,Methane,2025-05-17T18:00:00-06:00,1.9,ACA
Edmonton McCauley,Wind Direction,2025-05-17T17:00:00-06:00,152.0,ACA
Edmonton McCauley,Nitrogen Dioxide,2025-05-17T17:00:00-06:00,0.002,ACA
Edmonton McCauley,Ozone,2025-05-17T17:00:00-06:00,0.046,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-17T17:00:00-06:00,0.1,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-17T17:00:00-06:00,6.6,ACA
Edmonton McCauley,Relative Humidity,2025-05-17T17:00:00-06:00,29.5,ACA
Edmonton McCauley,Non-methane Hydrocarbons,2025-05-17T17:00:00-06:00,0.0,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-17T17:00:00-06:00,0.002,ACA
Edmonton McCauley,Methane,2025-05-17T17:00:00-06:00,1.9,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-17T17:00:00-06:00,1.9,ACA
Edmonton McCauley,Wind Speed,2025-05-17T17:00:00-06:00,12.7,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-17T17:00:00-06:00,16.1,ACA
Edmonton McCauley,,2025-05-17T17:00:00-06:00,3.0,ACA
Edmonton McCauley,Nitric Oxide,2025-05-17T17:00:00-06:00,0.0,ACA
Edmonton McCauley,Relative Humidity,2025-05-17T16:00:00-06:00,27.6,ACA
Edmonton McCauley,,2025-05-17T16:00:00-06:00,3.0,ACA
Edmonton McCauley,Total Oxides of Nitrogen,2025-05-17T16:00:00-06:00,0.002,ACA
Edmonton McCauley,Total Hydrocarbons,2025-05-17T16:00:00-06:00,1.9,ACA
Edmonton McCauley,Ozone,2025-05-17T16:00:00-06:00,0.047,ACA
Edmonton McCauley,Outdoor Temperature,2025-05-17T16:00:00-06:00,15.9,ACA
Edmonton McCauley,Fine Particulate Matter,2025-05-17T16:00:00-06:00,5.9,ACA
Edmonton McCauley,Carbon Monoxide,2025-05-17T16:00:00-06:00,0.1,ACA
Edmonton McCauley,Methane,2025-05-17T16:00:00-06:00,1.9,ACA
Edmonton McCauley,Wind Speed,2025-05-17T16:00:00-06:00,11.0,ACA
Edmonton McCauley,Nitric Oxide,2025-05-17T16:00:00-06:00,0.0,ACA
